year,team,matches_played,goals_for,goals_against,avg_possession_pct,avg_xg_for,avg_xg_against,avg_shots_on_target,avg_pass_completion_pct,avg_ppda,avg_high_pressures,round_reached
2022,Argentina,7,15,8,51.666605821952814,2.998348988,1.612467968,8.142857142857142,84.87201398570372,2.059000673812396,31.571428571428573,5
2022,Australia,4,4,6,46.79381429249725,0.39454287642499997,1.610350017,2.25,73.41882680104295,3.1019449960516536,31.5,1
2022,Belgium,3,1,2,50.216704900441904,1.2314976759333334,1.4107809273333336,3.6666666666666665,85.52163382441324,2.5032015366666225,18.666666666666668,0
2022,Brazil,5,8,3,52.06927425464833,2.7273185962400004,0.9894066304799999,9.8,86.81281751426853,2.837144186846272,35.8,2
2022,Cameroon,3,4,4,48.54968847364584,1.0222478167333333,1.8476102276666666,5.333333333333333,76.23376291483731,2.4626703159343704,32.666666666666664,0
2022,Canada,3,2,7,51.80700481124088,1.309541843,1.2355519206666667,2.0,83.85320499595991,2.7913309558402677,40.0,0
2022,Costa Rica,3,3,11,47.571199491590555,0.41137081699999994,2.6171877883333337,2.0,74.77009898737059,3.0803310364418706,14.333333333333334,0
2022,Croatia,7,8,7,51.656441130652574,1.8813860569857144,2.1486288517571426,4.857142857142857,84.03234886688435,2.451716104640888,34.714285714285715,3
2022,Denmark,3,1,3,50.73616790493194,1.064085744,1.154409308,4.333333333333333,83.73590888210771,2.1916623286482735,37.0,0
2022,Ecuador,3,4,3,50.49405122000403,1.2689094634666667,0.7053725618333333,4.0,79.54141785382883,1.9803538630489097,34.333333333333336,0
2022,England,5,13,4,52.270800606613456,1.7471712398,0.79802471314,6.2,86.2852241949805,2.3070340798399442,29.0,2
2022,France,7,16,8,51.003408403404386,2.136551169,1.7969902692857145,5.571428571428571,83.27700406526596,2.5128318056935877,25.714285714285715,4
2022,Germany,3,6,5,52.07134241203824,2.7436926439,0.9745014548333333,9.666666666666666,84.43457954905877,2.6982518685305066,56.0,0
2022,Ghana,3,5,7,49.18588740994136,1.1177510928999999,1.7004082195333332,3.3333333333333335,79.02987202359132,2.1005468939390206,24.333333333333332,0
2022,Iran,3,4,7,46.28322139220118,1.2768021627666668,1.2574825123333333,4.0,68.86153017430019,2.470474910973495,31.333333333333332,0
2022,Japan,4,5,4,46.63064681813436,1.8458926285000001,1.9533743797499998,4.5,75.78528340282753,2.848883872024262,39.5,1
2022,Mexico,3,2,3,49.76495726495727,1.019216637,0.8464138363333333,5.0,76.99001452063557,1.5801103652653599,25.666666666666668,0
2022,Morocco,7,6,5,45.74011881859993,1.2397671345714285,1.2899171850285713,3.0,78.93706259796832,2.613041005403171,28.428571428571427,3
2022,Netherlands,5,10,4,48.57570399650145,1.782257408,1.9990116523,4.4,82.20384951438716,2.049725796437283,32.8,2
2022,Poland,4,3,5,49.382304494470155,1.1658052705,1.6760364018500002,2.25,77.70669217271369,3.0016528041072217,23.0,1
2022,Portugal,5,12,6,53.08720016905469,1.4625420856600002,1.12790738094,5.6,84.7611083251447,2.495318006206908,36.2,2
2022,Qatar,3,1,7,51.64920856610801,0.4693305661666667,1.2569763978,2.0,81.06463622687812,2.9134985394138373,20.0,0
2022,Saudi Arabia,3,3,5,46.802119041962236,1.0671830893333334,2.1826430863,3.0,71.05006154759629,1.8993176525355269,24.333333333333332,0
2022,Senegal,4,5,7,49.20184752278227,1.068682117875,1.02641405525,3.0,78.02902683643218,2.4781633995236896,28.0,1
2022,Serbia,3,5,8,49.059734449498706,1.030132654,2.432571446466667,3.6666666666666665,78.88976658584976,2.164083063767055,28.333333333333332,0
2022,South Korea,4,5,8,50.032955895102404,0.9011487723499999,1.45824413075,4.5,80.92355376791413,2.8031185079217216,36.0,1
2022,Spain,4,9,3,55.04580507498362,1.77615681435,1.502281847925,5.25,90.12170103395101,1.7863906678909713,42.0,1
2022,Switzerland,4,5,9,49.39904592582451,1.52262908875,1.2522667093750002,3.25,82.02725244139651,2.7888153528831494,29.0,1
2022,Tunisia,3,1,1,49.969417675183024,0.8034841496666666,0.8008619669,2.6666666666666665,75.26814830158641,2.3290387868399924,24.0,0
2022,United States,4,3,4,50.763817893035046,0.9846344854,1.06467810375,3.75,82.76603235415833,2.2449620937631214,32.75,1
2022,Uruguay,3,2,2,47.98551362289289,1.0901779522000001,1.0331402232,4.333333333333333,78.30595879052227,2.1459820846926547,26.0,0
2022,Wales,3,1,6,51.35982602213659,0.7396602336666667,1.6573139707333333,2.3333333333333335,77.64686134329335,2.552994815202883,28.333333333333332,0
